,"Register address","Register DEC","Field","Type","Accuracy","Unit","Min","Max","Read/Write","Remarks","User",
,"0946","2374 ","OverfrequencyReloadStart","U16","0,01","Hz",4000,7000,"RW","reload frequency for power reload leading by higher frequency  ","Installer",
,"0947","2375 ","OverfrequencyReloadSpeed","U16",1,"%Pn/min",1,300,"RW","the percentage of power reload rate leading by higher frequency ","Installer",
,"0948","2376 ","UnderfrequencyStart","U16","0,01","Hz",4000,7000,"RW","the Starting point of power derate leading by lower frequency","Installer",
,"0949","2377 ","UnderfrequencyEnd","U16","0,01","Hz",4000,7000,"RW","The ending point of power derate leading by lower frequency","Installer",
,"094A","2378 ","UnderfrequencySlope","U16",1,"%Pn/Hz",1,300,"RW","the percentage of power derate leading  lower frequency 
German Standard slope=1/(s*fn)","Installer",
,"094B","2379 ","UnderfrequencyResponseDelay","U16",10,"ms",0,65535,"RW","waiting time for power derate leading by lower frequency ","Installer",
,"094C","2380 ","UnderfrequencyReloadDelay","U16",10,"ms",0,65535,"RW","waiting time for power reload leading by lower frequency ","Installer",
,"094D","2381 ","UnderfrequencyReloadStart","U16","0,01","Hz",4000,7000,"RW","reload frequency for power reload leading by lower frequency  ","Installer",
,"094E","2382 ","UnderfrequencyReloadSpeed","U16",1,"%Pn/min",1,300,"RW","the percentage of power reload rate leading by lower frequency ","Installer",
,"094F","2383 ","FrequencyRecoverMax","U16","0,01","Hz",4000,7000,"RW","Highest frequency to exist load reduction.","Installer",
,"0950","2384 ","FrequencyRecoverMin","U16","0,01","Hz",4000,7000,"RW"," lowest frequency to exist load reduction. ","Installer",
,"0951","2385 ","ESSOverFrequencyStart","U16","0,01","Hz",4000,7000,"RW","(Energy storage) Over-frequency derate start frequency","Installer",
,"0952","2386 ","ESSOverfrequencyEnd","U16","0,01","Hz",4000,7000,"RW","(Energy storage) cut-off frequency for over-frequency derate. Frequency range mode is valid","Installer",
,"0953","2387 ","ESSOverFrequencySlope","U16",1,"%Pn/Hz",1,300,"RW","(Energy storage) Over-frequency derate slope percentage. Slope mode is valid
German standard slope=1/(s*fn)","Installer",
,"0954","2388 ","ESSOverFrequencyResponseDelay","U16",10,"ms",0,65535,"RW","(Energy storage) Over-frequency derate start-up waiting time","Installer",
,"0955","2389 ","ESSOverFrequencyReloadDelay","U16",10,"ms",0,65535,"RW","(Energy storage) Waiting time before over-frequency reload","Installer",
,"0956","2390 ","ESSOverfrequencyReloadStart","U16","0,01","Hz",4000,7000,"RW","(Energy storage) Over-frequency derate reloading frequency. It takes effect when over-frequency reload is prohibited.","Installer",
,"0957","2391 ","ESSOverFrequencyReloadSpeed","U16",1,"%Pn/min",1,300,"RW","(Energy storage) Over-frequency reload rate percentage","Installer",
,"0958","2392 ","ESSUnderFrequencyStart","U16","0,01","Hz",4000,7000,"RW","(Energy storage) Under-frequency derate start frequency","Installer",
,"0959","2393 ","ESSUnderfrequencyEnd","U16","0,01","Hz",4000,7000,"RW","(Energy storage) cut-off frequency of under-frequency derate. Frequency range mode is valid","Installer",
,"095A","2394 ","ESSUnderFrequencySlope","U16",1,"%Pn/Hz",1,300,"RW","(Energy storage) Under-frequency derate slope percentage. Slope mode is valid","Installer",
,"095B","2395 ","ESSUnderFrequencyResponseDelay","U16",10,"ms",0,65535,"RW","(Energy storage) Under-frequency derate start-up waiting time","Installer",
,"095C","2396 ","ESSUnderFrequencyReloadDelay","U16",10,"ms",0,65535,"RW","(Energy storage) waiting time before under-frequency reload","Installer",
,"095D","2397 ","ESSUnderfrequencyReloadStart","U16","0,01","Hz",4000,7000,"RW","(Energy storage) Under-frequency derate reloading frequency. It takes effect when Under-frequency reload is prohibited.","Installer",
,"095E","2398 ","ESSUnderFrequencyReloadSpeed","U16",1,"%Pn/min",1,300,"RW","(Energy storage) Percentage of under-frequency reload rate","Installer",
,"095F","2399 ","ESSFrequencyRecoverMax","U16","0,01","Hz",4000,7000,"RW","(Energy storage) The highest frequency for exiting derate. Over&Under-frequency sharing","Installer",
,"0960","2400 ","ESSFrequencyRecoverMin","U16","0,01","Hz",4000,7000,"RW","(Energy storage) The lowest frequency for exiting derate. Over&Under-frequency sharing","Installer",
,"0961","2401 ","ESSOverFrequencyTransition","U16","0,01","Hz",4000,7000,"RW","(Energy storage) Over-frequency derate power crosses the frequency point. It is valid when 0940 Bit6 is enabled.","Installer",
,"0962","2402 ","ESSUnderFrequencyTransition","U16","0,01","Hz",4000,7000,"RW","(Energy storage) Under-frequency derate power crosses the frequency point. It is valid when 0940 Bit6 is enabled.","Installer",
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Reactive power Parameter (0x0980-0x09BF)",,,,,,,,,,,,
,"0980","2432 ","ReactiveConfig","U16",,,,,"RW","Bit0：enable reactive power
Bit1-3：reactive power mode
Bit8：enable, reactive mode 3 (voltage mode )
Bit9: Charge reactive enable
Bit10: Reactive mode four Austrian enable bit","Installer",
,"0981","2433 ","PowerFactor","I16","0,0001",,-10000,10000,"RW","power factor, by using reactive mode 1 to calculate Tanphi","Installer",
,"0982","2434 ","FixedReactivePercentage","I16","0,01","%",-6000,6000,"RW","fixed percentage pf reactive power, calculate the reactive power by using reactive mode 2 ","Installer",
,"0983","2435 ","ReactiveCos1","I16","0,0001",,-10000,10000,"RW","For reactive mode 3，the 1st point power factor ","Installer",
,"0984","2436 ","ReactivedynamicValue1","I16",1,"%",-100,100,"RW","For reactive mode 3, the 1st point power percentage","Installer",
,"0985","2437 ","ReactiveCos2","I16","0,0001",,-10000,10000,"RW","For reactive mode 3，the 2nd point power factor ","Installer",
,"0986","2438 ","ReactivedynamicValue2","I16",1,"%",-100,100,"RW","For reactive mode 3, the 2nd point power percentage","Installer",
,"0987","2439 ","ReactiveCos3","I16","0,0001",,-10000,10000,"RW","For reactive mode 3，the 3rd point power factor ","Installer",
,"0988","2440 ","ReactivedynamicValue3","I16",1,"%",-100,100,"RW","For reactive mode 3, the 3rd point power percentage","Installer",
,"0989","2441 ","ReactiveCos4","I16","0,0001",,-10000,10000,"RW","For reactive mode 3，the 4th point power factor ","Installer",
,"098A","2442 ","ReactivedynamicValue4","I16",1,"%",-100,100,"RW","For reactive mode 3, the 4th point power percentage","Installer",
,"098B","2443 ","LockinV","U16",1,"%",0,200,"RW","For reactive mode 3，the lochinV voltage percentage ","Installer",
,"098C","2444 ","LockoutV","U16",1,"%",0,200,"RW","For reactive mode 3，the lochoutV voltage percentage ","Installer",
,"098D","2445 ","HighVoltStartValue4","U16",1,"%",0,200,"RW","For reactive mode 4, the percentage of higher voltage start up point ","Installer",
,"098E","2446 ","HighVoltEndValue4","U16",1,"%",0,200,"RW","For Reactive mode 4, the percentage of higher voltage ending point ","Installer",
,"098F","2447 ","LowVoltStartValue4","U16",1,"%",0,200,"RW","for reactive mode 4 ,the percentage of lower voltage start up point","Installer",
,"0990","2448 ","LowVoltEndValue4","U16",1,"%",0,200,"RW","For reactive mode 4, the percentage  of lower voltage ending point","Installer",
,"0991","2449 ","LockinPower4","U16",1,"%",0,100,"RW","For reactive mode 4 ，Lockinpower percentage ","Installer",
,"0992","2450 ","LockoutPower4","U16",1,"%",0,100,"RW","For Reactive mode 4，Lockout power percentage ","Installer",
,"0993","2451 ","MaxLeadingReactivePower4","U16","0,01","%Pn",0,10000,"RW","for Reactive mode 4 , The max reactive power percentage","Installer",
,"0994","2452 ","ReactiveResponseWaitTime4","U16",10,"ms",0,65535,"RW","For Reactive mode 4, waiting time for reactive power response","Installer",
,"0995","2453 ","ReactivePowerOffset4","I16","0,01","%Qmax",-10000,10000,"RW","For Reactive mode4, reactive power offset value ","Installer",
,"0996","2454 ","ReactivePowerStart4","U16","0,01","%Pn",-10000,10000,"RW","For reactive mode 4, the percentage of reactive power (higher voltage start point)","Installer",
,"0997","2455 ","HighVoltStartValue5","U16",1,"%",0,200,"RW","For reactive mode 5, the percentage of higher voltage start up point ","Installer",
,"0998","2456 ","HighVoltEndValue5","U16",1,"%",0,200,"RW","For Reactive mode 5, the percentage of higher voltage ending point ","Installer",
,"0999","2457 ","LowVoltStartValue5","U16",1,"%",0,200,"RW","for reactive mode 5 ,the percentage of lower voltage start up point","Installer",
,"099A","2458 ","LowVoltEndValue5","U16",1,"%",0,200,"RW","For reactive mode 5, the percentage  of lower voltage ending point","Installer",
,"099B","2459 ","LockinPower5","U16",1,"%",0,100,"RW","For reactive mode 5 ，Lockinpower percentage ","Installer",
,"099C","2460 ","LockoutPower5","U16",1,"%",0,100,"RW","For Reactive mode 5，Lockout power percentage ","Installer",
,"099D","2461 ","MaxReactivePower5","U16","0,01","%",0,10000,"RW","for Reactive mode 5 , The max reactive power percentage","Installer",
,"099E","2462 ","ReactiveResponseWaitTime5","U16",10,"ms",0,65535,"RW","For Reactive mode 5, waiting time for reactive power response","Installer",
,"099F","2463 ","PhaseType","U16",,,0,2,"RW","For Reactive mode 6 ，phase type
0：no Reactive power 
1：lagging 
2：leading ","Installer",
,"09A0","2464 ","ReactiveResponsePeriod","U16",1,"Second",1,65535,"RW","for reactive mode （1, 2, 3, 4, 5, 6）adjust the time period for reactive power mode","Installer",
,"09A1","2465 ","MaxLaggingReactivePower4","U16","0,01","%Pn",0,10000,"RW","Reactive power mode four, the maximum lagging reactive power percentage","Installer",
,"09A2",,,,,,,,,,,
,"09A3",,,,,,,,,,,
,"09A4",,,,,,,,,,,
,"09A5",,,,,,,,,,,
,"09A6",,,,,,,,,,,
,"09A7",,,,,,,,,,,
,"09A8",,,,,,,,,,,
,"09A9",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Voltage ride through Parameter (0x09C0-0x09FF)",,,,,,,,,,,,
,"09C0","2496 ","VRTConfig","U16",,,,,"RW","Bit0：LVRT enable bit
Bit1：OVRT enable bit 
Bit2：0 current mode enable bot
BIt3：Keep reactive current before VRT
Bit4: Calculate the current using the voltage before the drop
Bit5: Negative sequence current enable bit
Bit6: High through active enable bit
Bit8-11：VRT current calculation Mode","Installer",
,"09C1","2497 ","LvrtInVolt","U16",1,"%",0,65535,"RW","The Voltage percentage (start point,LVRT)","Installer",
,"09C2","2498 ","LvrtFirstPointVolt","U16",1,"%",0,65535,"RW","the voltage percentage  (1st point, LVRT)","Installer",
,"09C3","2499 ","LvrtFirstPointTime","U16",1,"ms",0,65535,"RW","Time for 1st point ,LVRT","Installer",
,"09C4","2500 ","LvrtSecondPointVolt","U16",1,"%",0,65535,"RW","the voltage percentage  (2ND point, LVRT)","Installer",
,"09C5","2501 ","LvrtSecondPointTime","U16",1,"ms",0,65535,"RW","Time for 2nd point ,LVRT","Installer",
,"09C6","2502 ","LvrtThirdPointVolt","U16",1,"%",0,65535,"RW","the voltage percentage  (3rd point, LVRT)","Installer",
,"09C7","2503 ","LvrtThirdPointTime","U16",1,"ms",0,65535,"RW","Time for 3rd point ,LVRT","Installer",
,"09C8","2504 ","LvrtFourthPointVolt","U16",1,"%",0,65535,"RW","the voltage percentage  (4th point, LVRT)","Installer",
,"09C9","2505 ","LvrtFourthPointTime","U16",1,"ms",0,65535,"RW","Time for 4th point ,LVRT","Installer",
,"09CA","2506 ","LvrtReactiveCurrentCoefficientK","U16","0,1","p.u.",0,65535,"RW","Reactive Current Coefficient (K），LVRT","Installer",
,"09CB","2507 ","LvrtWaitingTimeAfterVoltageRecovery","U16",1,"ms",0,65535,"RW","Waiting time after LVRT Recovery","Installer",
,"09CC","2508 ","LvrtPowerBackRate","U16",1,"%Pn/min",1,300,"RW","Power reload rate  (back from LVRT)","Installer",
,"09CD","2509 ","OvrtInVlot","U16",1,"%",0,65535,"RW","The Voltage percentage (start point,OVRT)","Installer",
,"09CE","2510 ","OvrtFirstPointVolt","U16",1,"%",0,65535,"RW","the voltage percentage  (1st point, OVRT)","Installer",
,"09CF","2511 ","OvrtFirstPointTime","U16",10,"ms",0,65535,"RW","Time for 1st point ,OVRT","Installer",
,"09D0","2512 ","OvrtSecondPointVolt","U16",1,"%",0,65535,"RW","the voltage percentage  (2ND point, OVRT)","Installer",
,"09D1","2513 ","OvrtSecondPointTime","U16",10,"ms",0,65535,"RW","Time for 2nd point ,OVRT","Installer",
,"09D2","2514 ","OvrtThirdPointVolt","U16",1,"%",0,65535,"RW","the voltage percentage  (3rd point, OVRT)","Installer",
,"09D3","2515 ","OvrtThirdPointTime","U16",10,"ms",0,65535,"RW","Time for 3rd point ,OVRT","Installer",
,"09D4","2516 ","OvrtFourthPointVolt","U16",1,"%",0,65535,"RW","the voltage percentage  (4th point, OVRT)","Installer",
,"09D5","2517 ","OvrtFourthPointTime","U16",10,"ms",0,65535,"RW","Time for 4th point ,OVRT","Installer",
,"09D6","2518 ","OvrtReactiveCurrentCoefficientK","U16","0,1","p.u.",0,65535,"RW","Reactive Current Coefficient (K），OVRT","Installer",
,"09D7","2519 ","OvrtWaitingTimeAfterVoltageRecovery","U16",1,"ms",0,65535,"RW","Waiting time after OVRT Recovery","Installer",
,"09D8","2520 ","OvrtPowerBackRate","U16",1,"%Pn/min",1,300,"RW","Power reload rate  (back from OVRT)","Installer",
,"09D9","2521 ","ZeroCurrentModeInLowVolt","U16",1,"%",0,65535,"RW","the percentage to low voltage mode from  zero current mode","Installer",
,"09DA","2522 ","ZeroCurrentModeInHighVolt","U16",1,"%",0,65535,"RW","the percentage to high voltage mode from zero current mode","Installer",
,"09DB","2523 ","LvrtOutVolt","U16",1,"%",0,65535,"RW","the voltage percentage for LVRT EXIST","Installer",
,"09DC","2524 ","LvrtIqVoltStart","U16",1,"%",0,65535,"RW","The starting point, voltage percentage for  reactive current calculation(LVRT)","Installer",
,"09DD","2525 ","OvrtOutVolt","U16",1,"%",0,65535,"RW","the voltage percentage for OVRT EXIST","Installer",
,"09DE","2526 ","OvrtIqVoltStart","U16",1,"%",0,65535,"RW","The starting point, voltage percentage for  reactive current calculation(0VRT)","Installer",
,"09DF","2527 ","MaxIqPct","U16",1,"%",0,65535,"RW","Maximum reactive current percentage","Installer",
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"islanding、GFCI、ISO Parameter (0x0A00-0x0A3F)",,,,,,,,,,,,
,"0A00","2560 ","IslandConfig","U16",,,,,"RW","Bit0：ISLANDING ENABLE BIT","Installer",
,"0A01","2561 ","GFCIConfig","U16",,,,,"RW","Bit0：GFCI enable bit","Installer",
,"0A02","2562 ","ISOConfig","U16",,,,,"RW","Bit0：Insulation Resistance testing enable bit
Bit1：ground Testing enable bit","Installer",
,"0A03","2563 ","InsulationProtectionValue","U16",1,"kΩ",30,65535,"RW","Insulation resistance Value","Installer",
,"0A04","2564 ","IsoLeakageCurrentLimit","U16",1,"mA",1,50,"RW","leakage current limit , PV to ground","Installer",
,"0A05","2565 ","GFCILimit","U16",1,"mA/kVA",1,50,"RW","Leakage current limit（not to public , can not make change）","Installer",
,"0A06","2566 ","PE_N_Config","U16",,,,,"RW","PE and N control register
Bit0: Off-net PEN short enable bit
Bit1: N line detection enable bit","Installer",
,"0A07","2567 ","IslandDetectSensitivity","U16",,,,,"RW","Sensitivity of islanding detection","Installer",
,"0A08","2568 ","PEProtectionValue","U16",1,"kΩ",1000,65535,"RW","Ground fault judgment threshold","Installer",
,"0A09",,,,,,,,,,,
,"0A0A",,,,,,,,,,,
,"0A0B",,,,,,,,,,,
,"0A0C",,,,,,,,,,,
,"0A0D",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"ARC (0x0A40-0x0A7F)",,,,,,,,,,,,
,"0A40",,,,,,,,,,"Installer",
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Paramters setting (0x1000-0x17FF)",,,,,,,,,,,,
"Basic Parameter Configuration (0x1000-0x10FF)",,,,,,,,,,,,
,"1000","4096 ","AddressMask_Config_Basic1","U64",,,,,"R","Each Character in this field, will verify the validity of 64 addresses. Bit4 represents the address where the highest bit address of this field plus 1,                                                             0 means invalid; 1 means valid.","End User",
,"1001",,,,,,,,,,"End User",
,"1002",,,,,,,,,,"End User",
,"1003",,,,,,,,,,"End User",
,"1004","4100 ","SysTimeConfig_Year","U16",,"Year",0,99,"RW","System time -year,Actual year=2000+values in Register","End User",
,"1005","4101 ","SysTimeConfig_Month","U16",,"Month",1,12,"RW","System time-Month","End User",
,"1006","4102 ","SysTimeConfig_Date","U16",,"date",1,31,"RW","System time-Date","End User",
,"1007","4103 ","SysTimeConfig_Hour","U16",,"Hour",0,23,"RW","System time -Hour","End User",
,"1008","4104 ","SysTimeConfig_Minute","U16",,"Minute",0,59,"RW","System Time -Minutes","End User",
,"1009","4105 ","SysTimeConfig_Second","U16",,"Second",0,59,"RW","System Time-Second","End User",
,"100A","4106 ","SysTimeConfig_Control","U16",,,1,1,"RW","Input value is 1, the value of shadow register in system time will upgrade to the real time. It will return to pervious operation status when you read it.     0x0000：success
0x0001：Operating
0xFFFB：Fail,controller refuse to  response (controller busy or configuration issue）
0xFFFC：Fail ,Controller no response
0xFFFD：Fail, Current Function Disable
0xFFFE：Fail,Parameter can not be save
0xFFFF：Fail Input Parameters incorrect","End User",
,"100B","4107 ","RS485Config_Address","U16",,,1,247,"RW","RS 485 configuration- communication address","End User",
,"100C","4108 ","RS485Config_Baud","U16",,,0,4,"RW","RS485 Baud Rate Selection
0：4800bps
1：9600bps（Default）
2：19200bps
3：38400bps
4：57600bps
5：115200bps
10：1200bps
11：2400bps","End User",
,"100D","4109 ","RS485Config_StopBit","U16",,,0,2,"RW","RS485Stop bit selection；
0：1bit stop bit（Default）
1：1.5 bit stop bit
2：2bit stop bit","End User",
,"100E","4110 ","RS485Config_ParityBit","U16",,,0,4,"RW","RS485 check bit selection；
0：No Check/None（Default）
1：Even
2：Odd
3：HIgh/Mark
4：Low/Space","End User",
